LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.15.m.0.cv2.conv,0.117965,0.000000,0.009216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x32x80x80) f32(32x32x3x3),f32(1x32x80x80)
BatchNorm,model.15.m.0.cv2.bn,0.001638,0.000000,0.000064,[],f32(1x32x80x80),f32(1x32x80x80)
Swish,model.0.act_34,0.000000,0.000000,0.000000,[],f32(1x32x80x80),f32(1x32x80x80)
Convolution,model.15.cv2.conv,0.078643,0.000000,0.006144,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x96x80x80) f32(64x96x1x1),f32(1x64x80x80)
BatchNorm,model.15.cv2.bn,0.003277,0.000000,0.000128,[],f32(1x64x80x80),f32(1x64x80x80)
Swish,model.0.act_35,0.000000,0.000000,0.000000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.16.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x64x80x80) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.16.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_36,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Concat,model.17,0.000000,0.000000,0.000000,[],,f32(1x192x40x40)
Convolution,model.18.cv1.conv,0.078643,0.000000,0.024576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
BatchNorm,model.18.cv1.bn,0.001638,0.000000,0.000256,[],f32(1x128x40x40),f32(1x128x40x40)
Swish,model.0.act_37,0.000000,0.000000,0.000000,[],f32(1x128x40x40),f32(1x128x40x40)
