LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.19.cv1.conv,0.0786,0.0000,0.0246,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
Swish,model.0.act_46,0.0002,0.0000,0.0000,[],f32(1x128x40x40),f32(1x128x40x40)
Convolution,model.19.m.0.cv1.conv,0.0590,0.0000,0.0184,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(32x64x3x3),f32(1x32x40x40)
Swish,model.0.act_47,0.0001,0.0000,0.0000,[],f32(1x32x40x40),f32(1x32x40x40)
Convolution,model.19.m.0.cv2.conv,0.0590,0.0000,0.0184,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x32x40x40) f32(64x32x3x3),f32(1x64x40x40)
Swish,model.0.act_48,0.0001,0.0000,0.0000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.19.cv2.conv,0.0786,0.0000,0.0246,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
Swish,model.0.act_49,0.0002,0.0000,0.0000,[],f32(1x128x40x40),f32(1x128x40x40)
Convolution,model.20.conv,0.1180,0.0000,0.1475,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x128x40x40) f32(128x128x3x3),f32(1x128x20x20)
Swish,model.0.act_50,0.0001,0.0000,0.0000,[],f32(1x128x20x20),f32(1x128x20x20)
Concat,model.21,0.0000,0.0000,0.0000,[],f32(1x128x20x20) f32(1x256x20x20),f32(1x384x20x20)
Convolution,model.22.cv1.conv,0.0786,0.0000,0.0983,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
Swish,model.0.act_51,0.0001,0.0000,0.0000,[],f32(1x256x20x20),f32(1x256x20x20)
Convolution,model.22.m.0.cv1.conv,0.0066,0.0000,0.0082,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x128x20x20) f32(64x128x1x1),f32(1x64x20x20)
Swish,model.0.act_52,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.m.0.cv1.conv,0.0295,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
Swish,model.0.act_53,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.m.0.cv2.conv,0.0295,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
Swish,model.0.act_54,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.m.1.cv1.conv,0.0295,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
Swish,model.0.act_55,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.m.1.cv2.conv,0.0295,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x20x20) f32(64x64x3x3),f32(1x64x20x20)
Swish,model.0.act_56,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.cv2.conv,0.0066,0.0000,0.0082,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x128x20x20) f32(64x128x1x1),f32(1x64x20x20)
Swish,model.0.act_57,0.0000,0.0000,0.0000,[],f32(1x64x20x20),f32(1x64x20x20)
Convolution,model.22.m.0.cv3.conv,0.0131,0.0000,0.0164,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x128x20x20) f32(128x128x1x1),f32(1x128x20x20)
Swish,model.0.act_58,0.0001,0.0000,0.0000,[],f32(1x128x20x20),f32(1x128x20x20)
